"Category number","Share","Lower bound","Upper bound","Sector value","Distribution name","Number of categories","Row name","Source code","Section name","Row value","Category name"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Maryland","1.5 to 1.9"
"Category 4",10.454026,-1.71,22.61,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Maryland","2.0 to 2.4"
"Category 5",13.925767,5.9,21.95,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Maryland","2.5 to 2.9"
"Category 6",40.346218,32.05,48.65,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Maryland","3.0 to 3.4"
"Category 7",32.53959,20.02,45.06,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Maryland","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Massachusetts","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Massachusetts","1.0 to 1.4"
"Category 3",0.883317,-0.33,2.09,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Massachusetts","1.5 to 1.9"
"Category 4",11.845244,8.51,15.18,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Massachusetts","2.0 to 2.4"
"Category 5",21.887323,14.62,29.15,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Massachusetts","2.5 to 2.9"
"Category 6",35.709904,27.13,44.29,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Massachusetts","3.0 to 3.4"
"Category 7",28.970985,21.58,36.36,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Massachusetts","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Michigan","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Michigan","1.0 to 1.4"
"Category 3",2.826425,0.15,5.51,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Michigan","1.5 to 1.9"
"Category 4",11.30751,7.64,14.97,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Michigan","2.0 to 2.4"
"Category 5",13.130053,8.5,17.76,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Michigan","2.5 to 2.9"
"Category 6",37.983599,31.05,44.92,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Michigan","3.0 to 3.4"
"Category 7",33.946992,25.6,42.3,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Michigan","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Minnesota","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Minnesota","1.0 to 1.4"
"Category 3",3.33257,1.75,4.91,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Minnesota","1.5 to 1.9"
"Category 4",11.341176,7.28,15.4,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Minnesota","2.0 to 2.4"
"Category 5",16.849941,12.62,21.08,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Minnesota","2.5 to 2.9"
"Category 6",35.924919,31.38,40.47,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Minnesota","3.0 to 3.4"
"Category 7",32.551394,28.18,36.92,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Minnesota","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Mississippi","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Mississippi","1.0 to 1.4"
"Category 3",3.55557,-0.44,7.55,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Mississippi","1.5 to 1.9"
"Category 4",11.183762,4.76,17.6,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Mississippi","2.0 to 2.4"
"Category 5",20.094457,13.5,26.69,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Mississippi","2.5 to 2.9"
"Category 6",35.502254,29.51,41.5,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Mississippi","3.0 to 3.4"
"Category 7",28.981996,24.62,33.35,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Mississippi","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Missouri","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Missouri","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Missouri","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Missouri","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Missouri","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Missouri","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Missouri","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Montana","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Montana","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Montana","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Montana","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Montana","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Montana","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Montana","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Nebraska","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Nebraska","1.0 to 1.4"
"Category 3",5.151313,-1.82,12.12,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Nebraska","1.5 to 1.9"
"Category 4",13.822199,4.48,23.16,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Nebraska","2.0 to 2.4"
"Category 5",15.218822,-0.08,30.52,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Nebraska","2.5 to 2.9"
"Category 6",32.777213,28.07,37.49,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Nebraska","3.0 to 3.4"
"Category 7",31.452082,20.94,41.97,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Nebraska","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Nevada","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Nevada","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Nevada","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Nevada","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Nevada","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Nevada","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Nevada","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Hampshire","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Hampshire","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Hampshire","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Hampshire","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Hampshire","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Hampshire","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Hampshire","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Jersey","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Jersey","1.0 to 1.4"
"Category 3",2.267517,0.14,4.39,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Jersey","1.5 to 1.9"
"Category 4",12.917123,8.21,17.63,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Jersey","2.0 to 2.4"
"Category 5",17.163301,11.67,22.66,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Jersey","2.5 to 2.9"
"Category 6",36.829082,31.44,42.21,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Jersey","3.0 to 3.4"
"Category 7",30.469471,24.46,36.48,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Jersey","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Mexico","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Mexico","1.0 to 1.4"
"Category 3",0.34254,-0.31,1,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Mexico","1.5 to 1.9"
"Category 4",15.053215,-2.49,32.59,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Mexico","2.0 to 2.4"
"Category 5",22.611568,-7.06,52.28,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Mexico","2.5 to 2.9"
"Category 6",26.896829,7.28,46.51,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Mexico","3.0 to 3.4"
"Category 7",34.966061,18.04,51.89,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New Mexico","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New York","0.5 to 0.9"
"Category 2",0.519462,0.1,0.93,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New York","1.0 to 1.4"
"Category 3",2.576219,1.5,3.65,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New York","1.5 to 1.9"
"Category 4",12.239778,9.03,15.45,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New York","2.0 to 2.4"
"Category 5",15.024602,11.78,18.27,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New York","2.5 to 2.9"
"Category 6",41.016239,35.11,46.92,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New York","3.0 to 3.4"
"Category 7",28.623701,25.02,32.23,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","New York","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","North Carolina","0.5 to 0.9"
"Category 2",0.61789,0.15,1.08,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","North Carolina","1.0 to 1.4"
"Category 3",2.721968,1.37,4.07,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","North Carolina","1.5 to 1.9"
"Category 4",7.620492,5.61,9.63,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","North Carolina","2.0 to 2.4"
"Category 5",14.436387,12.46,16.42,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","North Carolina","2.5 to 2.9"
"Category 6",35.806069,32.6,39.01,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","North Carolina","3.0 to 3.4"
"Category 7",38.726889,36.01,41.44,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","North Carolina","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","North Dakota","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","North Dakota","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","North Dakota","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","North Dakota","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","North Dakota","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","North Dakota","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","North Dakota","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Ohio","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Ohio","1.0 to 1.4"
"Category 3",0.77858,0.23,1.33,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Ohio","1.5 to 1.9"
"Category 4",14.189052,11.61,16.76,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Ohio","2.0 to 2.4"
"Category 5",18.701657,14.11,23.29,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Ohio","2.5 to 2.9"
"Category 6",34.664846,29.97,39.36,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Ohio","3.0 to 3.4"
"Category 7",31.549017,26.7,36.39,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Ohio","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Oklahoma","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Oklahoma","1.0 to 1.4"
"Category 3",1.407049,0.46,2.35,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Oklahoma","1.5 to 1.9"
"Category 4",5.160748,3.52,6.8,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Oklahoma","2.0 to 2.4"
"Category 5",11.300018,7.52,15.08,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Oklahoma","2.5 to 2.9"
"Category 6",32.118333,22.1,42.14,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Oklahoma","3.0 to 3.4"
"Category 7",50.013852,41.27,58.76,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Oklahoma","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Oregon","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Oregon","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Oregon","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Oregon","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Oregon","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Oregon","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Oregon","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Pennsylvania","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Pennsylvania","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Pennsylvania","1.5 to 1.9"
"Category 4",10.594455,5.58,15.6,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Pennsylvania","2.0 to 2.4"
"Category 5",16.696905,13.44,19.95,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Pennsylvania","2.5 to 2.9"
"Category 6",35.021651,26.39,43.65,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Pennsylvania","3.0 to 3.4"
"Category 7",36.885655,28.49,45.28,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Pennsylvania","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Rhode Island","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Rhode Island","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Rhode Island","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Rhode Island","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Rhode Island","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Rhode Island","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Rhode Island","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","South Carolina","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","South Carolina","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","South Carolina","1.5 to 1.9"
"Category 4",14.27697,9.26,19.29,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","South Carolina","2.0 to 2.4"
"Category 5",16.009136,7.15,24.87,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","South Carolina","2.5 to 2.9"
"Category 6",32.591458,17.46,47.72,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","South Carolina","3.0 to 3.4"
"Category 7",35.054641,19.57,50.54,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","South Carolina","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","South Dakota","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","South Dakota","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","South Dakota","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","South Dakota","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","South Dakota","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","South Dakota","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","South Dakota","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Tennessee","0.5 to 0.9"
"Category 2",0.119615,-0.02,0.26,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Tennessee","1.0 to 1.4"
"Category 3",0.309716,0,0.62,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Tennessee","1.5 to 1.9"
"Category 4",8.046344,5.95,10.14,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Tennessee","2.0 to 2.4"
"Category 5",18.187162,14.87,21.5,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Tennessee","2.5 to 2.9"
"Category 6",35.809653,30.56,41.06,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Tennessee","3.0 to 3.4"
"Category 7",37.527511,33.31,41.75,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Tennessee","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Texas","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Texas","1.0 to 1.4"
"Category 3",1.446407,0.06,2.83,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Texas","1.5 to 1.9"
"Category 4",8.302371,6.11,10.5,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Texas","2.0 to 2.4"
"Category 5",13.760175,10.99,16.53,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Texas","2.5 to 2.9"
"Category 6",40.1926,35.58,44.8,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Texas","3.0 to 3.4"
"Category 7",36.199557,30.02,42.38,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Texas","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Utah","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Utah","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Utah","1.5 to 1.9"
"Category 4",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Utah","2.0 to 2.4"
"Category 5",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Utah","2.5 to 2.9"
"Category 6",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Utah","3.0 to 3.4"
"Category 7",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Utah","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Vermont","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Vermont","1.0 to 1.4"
"Category 3",3.18042,-6.75,13.11,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Vermont","1.5 to 1.9"
"Category 4",7.536261,-1.28,16.35,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Vermont","2.0 to 2.4"
"Category 5",31.489478,-7.01,69.99,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Vermont","2.5 to 2.9"
"Category 6",31.058341,16.05,46.06,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Vermont","3.0 to 3.4"
"Category 7",26.735499,-3.92,57.39,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Vermont","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Virginia","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Virginia","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Virginia","1.5 to 1.9"
"Category 4",13.939121,3.39,24.48,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Virginia","2.0 to 2.4"
"Category 5",17.313925,12.15,22.48,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Virginia","2.5 to 2.9"
"Category 6",33.662968,26.2,41.13,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Virginia","3.0 to 3.4"
"Category 7",34.271273,25.03,43.51,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Virginia","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Washington","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Washington","1.0 to 1.4"
"Category 3",4.858549,-0.85,10.57,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Washington","1.5 to 1.9"
"Category 4",7.636901,4.04,11.23,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Washington","2.0 to 2.4"
"Category 5",12.971322,8.05,17.9,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Washington","2.5 to 2.9"
"Category 6",34.160757,22.89,45.43,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Washington","3.0 to 3.4"
"Category 7",39.138262,26.44,51.83,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","Washington","3.5 to 4.0"
"Category 1",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","West Virginia","0.5 to 0.9"
"Category 2",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","West Virginia","1.0 to 1.4"
"Category 3",NA,NA,NA,"Public 2-year","High School GPA",7,"Institution State","dhhjoh","B2 Percentages","West Virginia","1.5 to 1.9"
