"Target value","Lower bound","Upper bound","Sector value","Target name","Row name","Measure name","Source code","Section name","Row value"
2.343477,1.45,3.24,"Public 4-year","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Puerto Rico"
12.858078,11.55,14.16,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Total"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Alabama"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Alaska"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Arizona"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Arkansas"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","California"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Colorado"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Connecticut"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Delaware"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","District of Columbia"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Florida"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Georgia"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Hawaii"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Idaho"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Illinois"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Indiana"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Iowa"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Kansas"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Kentucky"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Louisiana"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Maine"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Maryland"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Massachusetts"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Michigan"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Minnesota"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Mississippi"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Missouri"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Montana"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Nebraska"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Nevada"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","New Hampshire"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","New Jersey"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","New Mexico"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","New York"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","North Carolina"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","North Dakota"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Ohio"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Oklahoma"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Oregon"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Pennsylvania"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Rhode Island"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","South Carolina"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","South Dakota"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Tennessee"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Texas"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Utah"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Vermont"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Virginia"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Washington"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","West Virginia"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Wisconsin"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Wyoming"
NA,NA,NA,"Other","Private source grants","Institution State","Share >0","vdwhfq","A5 Percentages","Puerto Rico"
10.835458,10.43,11.24,"Total","Private source grants","Institution HBCU Status","Share >0","mljjxc","A5 Percentages","Total"
10.863963,10.45,11.27,"Total","Private source grants","Institution HBCU Status","Share >0","mljjxc","A5 Percentages","Non-HBCUs"
9.325292,7.29,11.36,"Total","Private source grants","Institution HBCU Status","Share >0","mljjxc","A5 Percentages","HBCUs"
6.59518,5.83,7.36,"Public 2-year","Private source grants","Institution HBCU Status","Share >0","mljjxc","A5 Percentages","Total"
6.62402,5.85,7.39,"Public 2-year","Private source grants","Institution HBCU Status","Share >0","mljjxc","A5 Percentages","Non-HBCUs"
3.334172,2.01,4.66,"Public 2-year","Private source grants","Institution HBCU Status","Share >0","mljjxc","A5 Percentages","HBCUs"
11.581016,11.11,12.05,"Public 4-year","Private source grants","Institution HBCU Status","Share >0","mljjxc","A5 Percentages","Total"
11.660827,11.19,12.14,"Public 4-year","Private source grants","Institution HBCU Status","Share >0","mljjxc","A5 Percentages","Non-HBCUs"
8.306285,6.13,10.48,"Public 4-year","Private source grants","Institution HBCU Status","Share >0","mljjxc","A5 Percentages","HBCUs"
12.858078,11.55,14.16,"Other","Private source grants","Institution HBCU Status","Share >0","mljjxc","A5 Percentages","Total"
12.832577,11.52,14.15,"Other","Private source grants","Institution HBCU Status","Share >0","mljjxc","A5 Percentages","Non-HBCUs"
14.344909,8.13,20.56,"Other","Private source grants","Institution HBCU Status","Share >0","mljjxc","A5 Percentages","HBCUs"
10.835458,10.43,11.24,"Total","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","Total"
14.060079,13.4,14.72,"Total","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","Not an MSI"
9.325292,7.29,11.36,"Total","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","HBCU"
6.254836,5.26,7.24,"Total","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","PBI"
6.544504,5.82,7.27,"Total","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","HSI"
9.036035,7.24,10.83,"Total","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","AAPISI"
27.872012,16.59,39.15,"Total","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","Tribal college"
3.45356,2.67,4.24,"Total","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","Other MSI"
6.59518,5.83,7.36,"Public 2-year","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","Total"
8.885985,7.7,10.07,"Public 2-year","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","Not an MSI"
3.334172,2.01,4.66,"Public 2-year","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","HBCU"
4.796095,3.3,6.29,"Public 2-year","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","PBI"
4.594241,3.61,5.58,"Public 2-year","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","HSI"
3.598585,1.25,5.95,"Public 2-year","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","AAPISI"
11.912839,6.05,17.77,"Public 2-year","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","Tribal college"
2.858505,1.3,4.42,"Public 2-year","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","Other MSI"
11.581016,11.11,12.05,"Public 4-year","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","Total"
14.158083,13.51,14.81,"Public 4-year","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","Not an MSI"
8.306285,6.13,10.48,"Public 4-year","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","HBCU"
8.036688,6.58,9.5,"Public 4-year","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","PBI"
7.958446,7.01,8.9,"Public 4-year","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","HSI"
8.46885,7.09,9.85,"Public 4-year","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","AAPISI"
37.987995,23.84,52.13,"Public 4-year","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","Tribal college"
3.520068,2.54,4.5,"Public 4-year","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","Other MSI"
12.858078,11.55,14.16,"Other","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","Total"
17.140939,15.13,19.15,"Other","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","Not an MSI"
14.344909,8.13,20.56,"Other","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","HBCU"
6.034904,4.26,7.81,"Other","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","PBI"
6.042834,4.15,7.94,"Other","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","HSI"
25.998161,7.35,44.64,"Other","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","AAPISI"
54.895515,21.58,88.21,"Other","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","Tribal college"
3.860751,1.15,6.57,"Other","Private source grants","Institution MSI Status","Share >0","gpvypx","A5 Percentages","Other MSI"
10.920535,10.51,11.33,"Total","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Total"
5.981877,5.17,6.8,"Total","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Not a 4-year institution"
14.474753,12.99,15.96,"Total","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Very selective"
13.517401,12.77,14.26,"Total","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Moderately selective"
14.61571,12.39,16.85,"Total","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Minimally selective"
7.320307,5.85,8.79,"Total","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Open admission"
6.686294,5.96,7.42,"Public 2-year","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Total"
6.59518,5.83,7.36,"Public 2-year","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Not a 4-year institution"
NA,NA,NA,"Public 2-year","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Very selective"
NA,NA,NA,"Public 2-year","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Moderately selective"
NA,NA,NA,"Public 2-year","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Minimally selective"
NA,NA,NA,"Public 2-year","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Open admission"
11.949697,11.49,12.41,"Public 4-year","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Total"
NA,NA,NA,"Public 4-year","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Not a 4-year institution"
12.311444,11.13,13.49,"Public 4-year","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Very selective"
11.74163,11.09,12.39,"Public 4-year","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Moderately selective"
13.26651,11.78,14.75,"Public 4-year","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Minimally selective"
8.50262,7.28,9.72,"Public 4-year","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Open admission"
11.727989,10.74,12.71,"Other","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Total"
4.195179,2.24,6.15,"Other","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Not a 4-year institution"
20.213066,15.68,24.74,"Other","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Very selective"
18.55018,16.61,20.49,"Other","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Moderately selective"
17.172415,11.36,22.98,"Other","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Minimally selective"
5.448061,2.13,8.76,"Other","Private source grants","Institution Selectivity","Share >0","bsdwks","A5 Percentages","Open admission"
277.258561,258.71,295.8,"Total","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Total"
251.074429,233.11,269.04,"Total","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","White"
275.843861,248.29,303.4,"Total","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Black or African American"
272.333935,235.38,309.29,"Total","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Hispanic or Latino"
449.120008,343.5,554.74,"Total","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Asian"
147.020045,84.05,209.99,"Total","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Native American"
171.998977,78.43,265.57,"Total","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Native Hawaiian/Pacific Islander"
311.790916,256.35,367.23,"Total","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","More than one race"
108.901776,97.28,120.53,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Total"
107.989221,90.83,125.15,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","White"
136.816262,99.77,173.86,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Black or African American"
80.26612,62.86,97.67,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Hispanic or Latino"
146.260009,94.19,198.33,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Asian"
90.372024,33.2,147.55,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Native American"
113.617906,-3.86,231.09,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Native Hawaiian/Pacific Islander"
118.27166,74.8,161.75,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","More than one race"
247.286725,229.22,265.35,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Total"
201.833958,185.07,218.6,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","White"
315.727799,279.3,352.15,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Black or African American"
269.877828,219.6,320.16,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Hispanic or Latino"
353.332315,271.46,435.2,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Asian"
159.674083,66.38,252.96,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Native American"
176.942236,6.65,347.23,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Native Hawaiian/Pacific Islander"
281.139358,237.37,324.9,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","More than one race"
463.60182,401.41,525.8,"Other","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Total"
468.03063,408.35,527.71,"Other","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","White"
327.336149,266.17,388.5,"Other","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Black or African American"
431.251479,326.27,536.23,"Other","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Hispanic or Latino"
878.228253,515.54,1240.92,"Other","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Asian"
193.906536,8.49,379.32,"Other","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Native American"
227.636351,44.31,410.96,"Other","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","Native Hawaiian/Pacific Islander"
474.845208,316.1,633.59,"Other","Federal campus-based aid (SEOG, FWS)","Race/Ethnicity","Average","nfpzoe","A6 Averages","More than one race"
315.000188,295.72,334.28,"Total","Federal campus-based aid (SEOG, FWS)","Parents' Highest Education Level","Average","qpfhwg","A6 Averages","Total"
356.156734,241.23,471.09,"Total","Federal campus-based aid (SEOG, FWS)","Parents' Highest Education Level","Average","qpfhwg","A6 Averages","Middle school/junior high"
275.204361,251.1,299.31,"Total","Federal campus-based aid (SEOG, FWS)","Parents' Highest Education Level","Average","qpfhwg","A6 Averages","High school"
269.140256,249.21,289.07,"Total","Federal campus-based aid (SEOG, FWS)","Parents' Highest Education Level","Average","qpfhwg","A6 Averages","College or beyond"
109.413885,98.13,120.69,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Parents' Highest Education Level","Average","qpfhwg","A6 Averages","Total"
130.653199,84.58,176.72,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Parents' Highest Education Level","Average","qpfhwg","A6 Averages","Middle school/junior high"
100.152827,84.53,115.78,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Parents' Highest Education Level","Average","qpfhwg","A6 Averages","High school"
112.633609,92.89,132.38,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Parents' Highest Education Level","Average","qpfhwg","A6 Averages","College or beyond"
252.374073,235.72,269.03,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Parents' Highest Education Level","Average","qpfhwg","A6 Averages","Total"
384.41803,281.35,487.49,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Parents' Highest Education Level","Average","qpfhwg","A6 Averages","Middle school/junior high"
294.835118,263.04,326.63,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Parents' Highest Education Level","Average","qpfhwg","A6 Averages","High school"
211.529028,194.91,228.14,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Parents' Highest Education Level","Average","qpfhwg","A6 Averages","College or beyond"
484.285371,435.07,533.5,"Other","Federal campus-based aid (SEOG, FWS)","Parents' Highest Education Level","Average","qpfhwg","A6 Averages","Total"
506.45987,169.75,843.17,"Other","Federal campus-based aid (SEOG, FWS)","Parents' Highest Education Level","Average","qpfhwg","A6 Averages","Middle school/junior high"
398.735917,333.63,463.84,"Other","Federal campus-based aid (SEOG, FWS)","Parents' Highest Education Level","Average","qpfhwg","A6 Averages","High school"
502.959918,432.99,572.93,"Other","Federal campus-based aid (SEOG, FWS)","Parents' Highest Education Level","Average","qpfhwg","A6 Averages","College or beyond"
277.258561,258.71,295.8,"Total","Federal campus-based aid (SEOG, FWS)","Income Quartile","Average","gamwuv","A6 Averages","Total"
433.592669,389.38,477.8,"Total","Federal campus-based aid (SEOG, FWS)","Income Quartile","Average","gamwuv","A6 Averages","Bottom quartile"
303.573928,279.36,327.78,"Total","Federal campus-based aid (SEOG, FWS)","Income Quartile","Average","gamwuv","A6 Averages","Lower-middle quartile"
207.525138,184.37,230.68,"Total","Federal campus-based aid (SEOG, FWS)","Income Quartile","Average","gamwuv","A6 Averages","Upper-middle quartile"
84.179849,60.22,108.14,"Total","Federal campus-based aid (SEOG, FWS)","Income Quartile","Average","gamwuv","A6 Averages","Top quartile"
108.901776,97.28,120.53,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Income Quartile","Average","gamwuv","A6 Averages","Total"
162.767103,138.23,187.3,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Income Quartile","Average","gamwuv","A6 Averages","Bottom quartile"
114.185172,91.25,137.12,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Income Quartile","Average","gamwuv","A6 Averages","Lower-middle quartile"
71.557534,51.32,91.8,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Income Quartile","Average","gamwuv","A6 Averages","Upper-middle quartile"
29.887491,15.46,44.32,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Income Quartile","Average","gamwuv","A6 Averages","Top quartile"
247.286725,229.22,265.35,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Income Quartile","Average","gamwuv","A6 Averages","Total"
451.024373,416.03,486.01,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Income Quartile","Average","gamwuv","A6 Averages","Bottom quartile"
294.075999,265.52,322.63,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Income Quartile","Average","gamwuv","A6 Averages","Lower-middle quartile"
155.612259,126.06,185.16,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Income Quartile","Average","gamwuv","A6 Averages","Upper-middle quartile"
35.524774,22.84,48.21,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Income Quartile","Average","gamwuv","A6 Averages","Top quartile"
463.60182,401.41,525.8,"Other","Federal campus-based aid (SEOG, FWS)","Income Quartile","Average","gamwuv","A6 Averages","Total"
646.278483,503.3,789.25,"Other","Federal campus-based aid (SEOG, FWS)","Income Quartile","Average","gamwuv","A6 Averages","Bottom quartile"
474.080562,401.31,546.85,"Other","Federal campus-based aid (SEOG, FWS)","Income Quartile","Average","gamwuv","A6 Averages","Lower-middle quartile"
423.600887,351.27,495.93,"Other","Federal campus-based aid (SEOG, FWS)","Income Quartile","Average","gamwuv","A6 Averages","Upper-middle quartile"
206.932823,126.83,287.03,"Other","Federal campus-based aid (SEOG, FWS)","Income Quartile","Average","gamwuv","A6 Averages","Top quartile"
277.258561,258.71,295.8,"Total","Federal campus-based aid (SEOG, FWS)","Zero EFC Status","Average","ieapeo","A6 Averages","Total"
386.640202,352.1,421.18,"Total","Federal campus-based aid (SEOG, FWS)","Zero EFC Status","Average","ieapeo","A6 Averages","Zero EFC"
210.320173,192.74,227.9,"Total","Federal campus-based aid (SEOG, FWS)","Zero EFC Status","Average","ieapeo","A6 Averages","Nonzero EFC"
108.901776,97.28,120.53,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Zero EFC Status","Average","ieapeo","A6 Averages","Total"
163.437829,145.48,181.4,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Zero EFC Status","Average","ieapeo","A6 Averages","Zero EFC"
62.337632,47.2,77.48,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Zero EFC Status","Average","ieapeo","A6 Averages","Nonzero EFC"
247.286725,229.22,265.35,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Zero EFC Status","Average","ieapeo","A6 Averages","Total"
444.625038,409.87,479.38,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Zero EFC Status","Average","ieapeo","A6 Averages","Zero EFC"
157.621144,138.1,177.14,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Zero EFC Status","Average","ieapeo","A6 Averages","Nonzero EFC"
463.60182,401.41,525.8,"Other","Federal campus-based aid (SEOG, FWS)","Zero EFC Status","Average","ieapeo","A6 Averages","Total"
499.110096,396.39,601.83,"Other","Federal campus-based aid (SEOG, FWS)","Zero EFC Status","Average","ieapeo","A6 Averages","Zero EFC"
436.223742,377.05,495.4,"Other","Federal campus-based aid (SEOG, FWS)","Zero EFC Status","Average","ieapeo","A6 Averages","Nonzero EFC"
277.258561,258.71,295.8,"Total","Federal campus-based aid (SEOG, FWS)","Pell Recipient Status","Average","fdydbt","A6 Averages","Total"
132.024178,115.24,148.81,"Total","Federal campus-based aid (SEOG, FWS)","Pell Recipient Status","Average","fdydbt","A6 Averages","Not a Pell recipient"
384.63013,356.6,412.66,"Total","Federal campus-based aid (SEOG, FWS)","Pell Recipient Status","Average","fdydbt","A6 Averages","Pell recipient"
108.901776,97.28,120.53,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Pell Recipient Status","Average","fdydbt","A6 Averages","Total"
32.859184,22.9,42.82,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Pell Recipient Status","Average","fdydbt","A6 Averages","Not a Pell recipient"
164.346534,145.97,182.72,"Public 2-year","Federal campus-based aid (SEOG, FWS)","Pell Recipient Status","Average","fdydbt","A6 Averages","Pell recipient"
247.286725,229.22,265.35,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Pell Recipient Status","Average","fdydbt","A6 Averages","Total"
82.150839,68.68,95.62,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Pell Recipient Status","Average","fdydbt","A6 Averages","Not a Pell recipient"
389.470893,362.03,416.91,"Public 4-year","Federal campus-based aid (SEOG, FWS)","Pell Recipient Status","Average","fdydbt","A6 Averages","Pell recipient"
463.60182,401.41,525.8,"Other","Federal campus-based aid (SEOG, FWS)","Pell Recipient Status","Average","fdydbt","A6 Averages","Total"
337.411492,271.26,403.56,"Other","Federal campus-based aid (SEOG, FWS)","Pell Recipient Status","Average","fdydbt","A6 Averages","Not a Pell recipient"
534.829726,448.7,620.96,"Other","Federal campus-based aid (SEOG, FWS)","Pell Recipient Status","Average","fdydbt","A6 Averages","Pell recipient"
277.258561,258.71,295.8,"Total","Federal campus-based aid (SEOG, FWS)","Institution State","Average","xlhyyh","A6 Averages","Total"
NA,NA,NA,"Total","Federal campus-based aid (SEOG, FWS)","Institution State","Average","xlhyyh","A6 Averages","Alabama"
NA,NA,NA,"Total","Federal campus-based aid (SEOG, FWS)","Institution State","Average","xlhyyh","A6 Averages","Alaska"
198.092605,124.87,271.32,"Total","Federal campus-based aid (SEOG, FWS)","Institution State","Average","xlhyyh","A6 Averages","Arizona"
127.031219,68.78,185.28,"Total","Federal campus-based aid (SEOG, FWS)","Institution State","Average","xlhyyh","A6 Averages","Arkansas"
232.178875,161.39,302.97,"Total","Federal campus-based aid (SEOG, FWS)","Institution State","Average","xlhyyh","A6 Averages","California"
192.095325,76.63,307.56,"Total","Federal campus-based aid (SEOG, FWS)","Institution State","Average","xlhyyh","A6 Averages","Colorado"
